rank,category,modality,name,number,country,event_name,Qualification,Final,Semi-Final
6,Men AL2,Lead,Shuhei YUKI,149 •,JPN,IFSC Paraclimbing World Championships Bern 2023,4.74 (4),36+ (6),
7,Men AL2,Lead,Julien GASC,142 •,FRA,IFSC Paraclimbing World Championships Bern 2023,7.04 (7),,
8,Men AL2,Lead,Corey RAMOS,138 •,USA,IFSC Paraclimbing World Championships Bern 2023,7.75 (8),,
9,Men AL2,Lead,Gavin NIX,148 •,USA,IFSC Paraclimbing World Championships Bern 2023,8.94 (9),,
10,Men AL2,Lead,Sebastian MENZE,135 •,NOR,IFSC Paraclimbing World Championships Bern 2023,9.68 (10),,
11,Men AL2,Lead,Martin HEALD,139 •,GBR,IFSC Paraclimbing World Championships Bern 2023,11.49 (11),,
12,Men AL2,Lead,David KAMMERER,145 •,ITA,IFSC Paraclimbing World Championships Bern 2023,11.83 (12),,
13,Men AL2,Lead,Nicholas PERRETH,133 •,GER,IFSC Paraclimbing World Championships Bern 2023,12.25 (13),,
14,Men AL2,Lead,Martin VILLIGER,137 •,SUI,IFSC Paraclimbing World Championships Bern 2023,12.99 (14),,
15,Men AL2,Lead,Stuart SNEDDON,141 •,GBR,IFSC Paraclimbing World Championships Bern 2023,14.23 (15),,
16,Men AL2,Lead,Luciano FRAZÃO DA SILVA,147 •,BRA,IFSC Paraclimbing World Championships Bern 2023,16.73 (16),,
17,Men AL2,Lead,Jonathan SHIELDS,140 •,GBR,IFSC Paraclimbing World Championships Bern 2023,16.97 (17),,
18,Men AL2,Lead,Christoph ZUNDEL,144 •,SUI,IFSC Paraclimbing World Championships Bern 2023,17.25 (18),,
1,Women AL2,Lead,Lucie JARRIGE,25 •,FRA,IFSC Paraclimbing World Championships Bern 2023,1.0 (1),TOP (1),
2,Women AL2,Lead,Sarah LARCOMBE,20 •,AUS,IFSC Paraclimbing World Championships Bern 2023,2.0 (2),27+ (2),
3,Women AL2,Lead,Rachel MAIA,28 •,NZL,IFSC Paraclimbing World Championships Bern 2023,3.46 (3),25 (3),
4,Women AL2,Lead,Joanna NEWTON,24 •,GBR,IFSC Paraclimbing World Championships Bern 2023,4.0 (4),23+ (4),
5,Women AL2,Lead,Mary TANKERSLEY,22 •,USA,IFSC Paraclimbing World Championships Bern 2023,4.9 (5),,
6,Women AL2,Lead,Tânia CHAVES,19 •,POR,IFSC Paraclimbing World Championships Bern 2023,5.48 (6),,
7,Women AL2,Lead,Lucía MARTÍNEZ ALARMA,26 •,ESP,IFSC Paraclimbing World Championships Bern 2023,7.75 (7),,
7,Women AL2,Lead,Kara PARKER,21 •,USA,IFSC Paraclimbing World Championships Bern 2023,7.75 (7),,
9,Women AL2,Lead,Masako WATANABE,23 •,JPN,IFSC Paraclimbing World Championships Bern 2023,8.72 (9),,
10,Women AL2,Lead,Jessie BAYIARTAKIS,27 •,AUS,IFSC Paraclimbing World Championships Bern 2023,9.75 (10),,
1,Men AU2,Lead,Isak RIPMAN,157 •,NOR,IFSC Paraclimbing World Championships Bern 2023,2.45 (3),37+ (1),
2,Men AU2,Lead,Kevin BARTKE,156 •,GER,IFSC Paraclimbing World Championships Bern 2023,1.41 (1),36+ (2),
3,Men AU2,Lead,Brian ZARZUELA,154 •,USA,IFSC Paraclimbing World Championships Bern 2023,2.0 (2),31+ (3),
4,Men AU2,Lead,Sebastian MUSSON,155 •,GBR,IFSC Paraclimbing World Championships Bern 2023,4.24 (4),22 (4),
5,Men AU2,Lead,James RUDGE,153 •,GBR,IFSC Paraclimbing World Championships Bern 2023,5.48 (5),,
6,Men AU2,Lead,Marco GALLI,152 •,SUI,IFSC Paraclimbing World Championships Bern 2023,5.61 (6),,
7,Men AU2,Lead,Matthew LYNCH,150 •,USA,IFSC Paraclimbing World Championships Bern 2023,6.71 (7),,
8,Men AU2,Lead,Peter TRAMM,151 •,DEN,IFSC Paraclimbing World Championships Bern 2023,7.75 (8),,
1,Women AU2,Lead,Solenne PIRET,41 •,FRA,IFSC Paraclimbing World Championships Bern 2023,1.0 (1),TOP (1),
2,Women AU2,Lead,Lucia CAPOVILLA,32 •,ITA,IFSC Paraclimbing World Championships Bern 2023,2.45 (2),26+ (2:12) (2),
3,Women AU2,Lead,Maureen BECK,33 •,USA,IFSC Paraclimbing World Championships Bern 2023,2.45 (2),26+ (2:21) (3),
4,Women AU2,Lead,Eleanor RUBIN,30 •,USA,IFSC Paraclimbing World Championships Bern 2023,5.1 (4),20+ (4),
5,Women AU2,Lead,Naama STRAUSSMAN,39 •,ISR,IFSC Paraclimbing World Championships Bern 2023,5.48 (5),,
6,Women AU2,Lead,Corinna WIMMER,35 •,GER,IFSC Paraclimbing World Championships Bern 2023,6.48 (6),,
7,Women AU2,Lead,Isabella WALSH,38 •,GBR,IFSC Paraclimbing World Championships Bern 2023,7.21 (7),,
8,Women AU2,Lead,Monica RAAVIG,34 •,DEN,IFSC Paraclimbing World Championships Bern 2023,7.35 (8),,
8,Women AU2,Lead,Amruta WYSSMANN,31 •,SUI,IFSC Paraclimbing World Championships Bern 2023,7.35 (8),,
10,Women AU2,Lead,Carolin HEBERLE,29 •,GER,IFSC Paraclimbing World Championships Bern 2023,9.72 (10),,
11,Women AU2,Lead,Isabel BENVENUTI,37 •,USA,IFSC Paraclimbing World Championships Bern 2023,10.75 (11),,
12,Women AU2,Lead,María CABEZAS RAMOS,40 •,ESP,IFSC Paraclimbing World Championships Bern 2023,11.46 (12),,
13,Women AU2,Lead,Giovanna DUBUC,36 •,USA,IFSC Paraclimbing World Championships Bern 2023,12.75 (13),,
1,Men RP1,Lead,Aloïs POTTIER,174 •,FRA,IFSC Paraclimbing World Championships Bern 2023,1.0 (1),50 (1),
2,Men RP1,Lead,Elliott NGUYEN,175 •,USA,IFSC Paraclimbing World Championships Bern 2023,2.45 (2),28 (2),
3,Men RP1,Lead,Takuya OKADA,159 •,JPN,IFSC Paraclimbing World Championships Bern 2023,4.42 (4),23+ (3),
4,Men RP1,Lead,Sebastian DEPKE,158 •,GER,IFSC Paraclimbing World Championships Bern 2023,6.0 (6),23 (4),
5,Men RP1,Lead,Sunny YANG,161 •,USA,IFSC Paraclimbing World Championships Bern 2023,3.87 (3),16 (5),
6,Men RP1,Lead,Alexander DORNBUSCH,170 •,USA,IFSC Paraclimbing World Championships Bern 2023,4.9 (5),12+ (6),
7,Men RP1,Lead,Tim SCHAFFRINNA,166 •,GER,IFSC Paraclimbing World Championships Bern 2023,6.52 (7),,
8,Men RP1,Lead,Mario PERSING,177 •,GER,IFSC Paraclimbing World Championships Bern 2023,10.42 (8),,
9,Men RP1,Lead,Gian Matteo RAMINI,176 •,ITA,IFSC Paraclimbing World Championships Bern 2023,10.45 (9),,
10,Men RP1,Lead,Takehiko OTANI,165 •,JPN,IFSC Paraclimbing World Championships Bern 2023,10.97 (10),,
11,Men RP1,Lead,Luke JAMIESON,163 •,GBR,IFSC Paraclimbing World Championships Bern 2023,11.25 (11),,
12,Men RP1,Lead,Laurence MORGAN,164 •,GBR,IFSC Paraclimbing World Championships Bern 2023,11.31 (12),,
13,Men RP1,Lead,Niko GALBUSERA,162 •,SUI,IFSC Paraclimbing World Championships Bern 2023,11.48 (13),,
14,Men RP1,Lead,Sebastian HORN,168 •,GER,IFSC Paraclimbing World Championships Bern 2023,11.53 (14),,
15,Men RP1,Lead,Connor KING,171 •,USA,IFSC Paraclimbing World Championships Bern 2023,13.0 (15),,
16,Men RP1,Lead,Eloi VILA CULLERÉS,167 •,ESP,IFSC Paraclimbing World Championships Bern 2023,13.78 (16),,
17,Men RP1,Lead,Bruno AERNI,172 •,SUI,IFSC Paraclimbing World Championships Bern 2023,14.49 (17),,
18,Men RP1,Lead,Alex DOWNES,160 •,GBR,IFSC Paraclimbing World Championships Bern 2023,17.49 (18),,
19,Men RP1,Lead,Marcel RICHTER,169 •,GER,IFSC Paraclimbing World Championships Bern 2023,18.44 (19),,
20,Men RP1,Lead,Brian LIEBENOW,173 •,USA,IFSC Paraclimbing World Championships Bern 2023,19.24 (20),,
1,Men RP2,Lead,Iván MUÑOZ ESCOLAR,183 •,ESP,IFSC Paraclimbing World Championships Bern 2023,1.0 (1),43 (1),
2,Men RP2,Lead,Benjamin MAYFORTH,182 •,USA,IFSC Paraclimbing World Championships Bern 2023,3.46 (3),38 (2),
3,Men RP2,Lead,Manikandan KUMAR,189 •,IND,IFSC Paraclimbing World Championships Bern 2023,3.46 (3),35+ (3),
4,Men RP2,Lead,Philipp HROZEK,179 •,GER,IFSC Paraclimbing World Championships Bern 2023,3.16 (2),22+ (4),
5,Men RP2,Lead,Brayden BUTLER,186 •,USA,IFSC Paraclimbing World Championships Bern 2023,3.54 (5),,
6,Men RP2,Lead,Anther FRIGOLA GÓMEZ,178 •,ESP,IFSC Paraclimbing World Championships Bern 2023,5.7 (6),,
7,Men RP2,Lead,Kenneth ELLACOTT,184 •,GBR,IFSC Paraclimbing World Championships Bern 2023,7.48 (7),,
8,Men RP2,Lead,Matej ARH,187 •,SLO,IFSC Paraclimbing World Championships Bern 2023,7.86 (8),,
9,Men RP2,Lead,Nils HELSPER,185 •,GER,IFSC Paraclimbing World Championships Bern 2023,8.49 (9),,
10,Men RP2,Lead,Florian SINGER,188 •,GER,IFSC Paraclimbing World Championships Bern 2023,9.75 (10),,
11,Men RP2,Lead,Hermann MÖNCH,180 •,SUI,IFSC Paraclimbing World Championships Bern 2023,11.0 (11),,
12,Men RP2,Lead,Michael TARULLI,181 •,AUS,IFSC Paraclimbing World Championships Bern 2023,12.0 (12),,
1,Men RP3,Lead,Tadashi TAKANO,190 •,JPN,IFSC Paraclimbing World Championships Bern 2023,1.0 (1),49+ (1),
2,Men RP3,Lead,Jamie BARENDRECHT,195 •,NED,IFSC Paraclimbing World Championships Bern 2023,2.45 (2),45+ (2),
3,Men RP3,Lead,Andrej HARŠÁNY,198 •,SVK,IFSC Paraclimbing World Championships Bern 2023,2.45 (2),45 (3),
4,Men RP3,Lead,Matthias BÄRTSCHI,191 •,SUI,IFSC Paraclimbing World Championships Bern 2023,4.47 (4),34+ (4),
5,Men RP3,Lead,Luke SMITH,197 •,GBR,IFSC Paraclimbing World Championships Bern 2023,4.69 (5),,
6,Men RP3,Lead,Liviu - Nicolae MATEI,193 •,ROU,IFSC Paraclimbing World Championships Bern 2023,6.42 (6),,
7,Men RP3,Lead,Bastien THOMAS,192 •,FRA,IFSC Paraclimbing World Championships Bern 2023,6.48 (7),,
8,Men RP3,Lead,Danial AMIRI,196 •,IRI,IFSC Paraclimbing World Championships Bern 2023,8.22 (8),,
9,Men RP3,Lead,Andreas SUHNER,194 •,SUI,IFSC Paraclimbing World Championships Bern 2023,8.49 (9),,
1,Women RP1,Lead,Pavitra VANDENHOVEN,51 •,BEL,IFSC Paraclimbing World Championships Bern 2023,2.45 (3),35+ (1),
2,Women RP1,Lead,Melissa RUIZ,44 •,USA,IFSC Paraclimbing World Championships Bern 2023,1.73 (1),28 (2),
3,Women RP1,Lead,Marta PECHE SALINERO,55 •,ESP,IFSC Paraclimbing World Championships Bern 2023,2.83 (4),23 (3),
4,Women RP1,Lead,Eva MOL,45 •,NED,IFSC Paraclimbing World Championships Bern 2023,2.12 (2),14+ (4),
5,Women RP1,Lead,Andrea SÁNCHEZ APARICIO,43 •,ESP,IFSC Paraclimbing World Championships Bern 2023,5.48 (5),,
6,Women RP1,Lead,Angela FALLEGGER,52 •,SUI,IFSC Paraclimbing World Championships Bern 2023,6.0 (6),,
7,Women RP1,Lead,Júlia CASTELLÓ FARRÉ,50 •,ESP,IFSC Paraclimbing World Championships Bern 2023,8.15 (7),,
8,Women RP1,Lead,Carlie COOK,46 •,USA,IFSC Paraclimbing World Championships Bern 2023,8.49 (8),,
9,Women RP1,Lead,Hannah ZOOK,54 •,USA,IFSC Paraclimbing World Championships Bern 2023,8.72 (9),,
10,Women RP1,Lead,Olivia CONFORTI,53 •,USA,IFSC Paraclimbing World Championships Bern 2023,9.25 (10),,
11,Women RP1,Lead,Lucy KEYWORTH,47 •,GBR,IFSC Paraclimbing World Championships Bern 2023,10.95 (11),,
12,Women RP1,Lead,Doris ROHNER,49 •,SUI,IFSC Paraclimbing World Championships Bern 2023,11.11 (12),,
13,Women RP1,Lead,Araminta MCLENNAN,42 •,AUS,IFSC Paraclimbing World Championships Bern 2023,11.96 (13),,
14,Women RP1,Lead,Asumi KATO,48 •,JPN,IFSC Paraclimbing World Championships Bern 2023,14.0 (14),,
1,Women RP2,Lead,Dina EIVIK,56 •,NOR,IFSC Paraclimbing World Championships Bern 2023,2.0 (2),29+ (1),
2,Women RP2,Lead,Jasmin PLANK,57 •,AUT,IFSC Paraclimbing World Championships Bern 2023,1.73 (1),28+ (2),
3,Women RP2,Lead,Anna DEVRIES,59 •,USA,IFSC Paraclimbing World Championships Bern 2023,3.46 (4),25 (3),
4,Women RP2,Lead,Sarah LONGHI,60 •,SUI,IFSC Paraclimbing World Championships Bern 2023,2.12 (3),23+ (4),
5,Women RP2,Lead,Beatriz GANDARA CARNERO,61 •,ESP,IFSC Paraclimbing World Championships Bern 2023,5.41 (5),,
6,Women RP2,Lead,Nicole DIEHL,58 •,GER,IFSC Paraclimbing World Championships Bern 2023,5.48 (6),,
7,Women RP2,Lead,Emily SEELENFREUND,62 •,USA,IFSC Paraclimbing World Championships Bern 2023,6.75 (7),,
1,Women RP3,Lead,Marina DIAS,72 •,BRA,IFSC Paraclimbing World Championships Bern 2023,1.73 (1),42+ (1),
2,Women RP3,Lead,Christiane LUTTIKHUIZEN,66 •,NED,IFSC Paraclimbing World Championships Bern 2023,2.0 (2),42+ (3:52) (2),
3,Women RP3,Lead,Martha EVANS,63 •,GBR,IFSC Paraclimbing World Championships Bern 2023,2.0 (2),42+ (4:45) (3),
4,Women RP3,Lead,Rosalie SCHAUPERT,67 •,GER,IFSC Paraclimbing World Championships Bern 2023,3.87 (4),42+ (4),
5,Women RP3,Lead,Nat VOREL,73 •,USA,IFSC Paraclimbing World Championships Bern 2023,4.47 (5),,
6,Women RP3,Lead,Anita AGGARWAL,68 •,GBR,IFSC Paraclimbing World Championships Bern 2023,6.0 (6),,
7,Women RP3,Lead,Paula DE LA CALLE PIZARRO,71 •,ESP,IFSC Paraclimbing World Championships Bern 2023,7.94 (7),,
8,Women RP3,Lead,Laura NESCIOBELLI,65 •,GER,IFSC Paraclimbing World Championships Bern 2023,8.49 (8),,
9,Women RP3,Lead,Ria GRINDEL,70 •,GER,IFSC Paraclimbing World Championships Bern 2023,8.77 (9),,
10,Women RP3,Lead,Manca SMREKAR,69 •,SLO,IFSC Paraclimbing World Championships Bern 2023,9.0 (10),,
11,Women RP3,Lead,Lindsay PURCELL,64 •,USA,IFSC Paraclimbing World Championships Bern 2023,10.49 (11),,
1,Men AU3,Lead,Mor Michael SAPIR,206 •,ISR,IFSC Paraclimbing World Championships Bern 2023,2.0 (2),43 (1),
2,Men AU3,Lead,Nobuhiro YASURAOKA,204 •,JPN,IFSC Paraclimbing World Championships Bern 2023,1.41 (1),42+ (2),
3,Men AU3,Lead,Geisseler DOMINIC,201 •,SUI,IFSC Paraclimbing World Championships Bern 2023,3.46 (4),29 (3),
4,Men AU3,Lead,Ignacio MARTINEZ,210 •,CHI,IFSC Paraclimbing World Championships Bern 2023,3.16 (3),23 (4),
5,Men AU3,Lead,Erwan LIEVIN,208 •,FRA,IFSC Paraclimbing World Championships Bern 2023,4.47 (5),,
6,Men AU3,Lead,Maxime MEYER,203 •,FRA,IFSC Paraclimbing World Championships Bern 2023,5.48 (6),,
7,Men AU3,Lead,Eric LIU LIN,205 •,ESP,IFSC Paraclimbing World Championships Bern 2023,7.25 (7),,
8,Men AU3,Lead,Benen PARLMER,200 •,USA,IFSC Paraclimbing World Championships Bern 2023,7.98 (8),,
9,Men AU3,Lead,Shamus BOULIANNE,199 •,CAN,IFSC Paraclimbing World Championships Bern 2023,8.75 (9),,
10,Men AU3,Lead,Matthew STYLES-WEST,209 •,GBR,IFSC Paraclimbing World Championships Bern 2023,10.0 (10),,
11,Men AU3,Lead,Leonardo VILHA DE OLIVEIRA SOFKA,207 •,BRA,IFSC Paraclimbing World Championships Bern 2023,11.0 (11),,
12,Men AU3,Lead,Biman BISWAS,202 •,IND,IFSC Paraclimbing World Championships Bern 2023,12.0 (12),,
