rank,category,modality,name,number,country,event_name
39,Women,Lead,Isabelle LAFFONT,,FRA,UIAA Worldcup - Aix-les-Bains 1994
39,Women,Lead,Renata PISZCZEK,,POL,UIAA Worldcup - Aix-les-Bains 1994
42,Women,Lead,Irene STEINDL,,AUT,UIAA Worldcup - Aix-les-Bains 1994
43,Women,Lead,Anne-marie COFFY,,FRA,UIAA Worldcup - Aix-les-Bains 1994
43,Women,Lead,Catherine VALLET,,FRA,UIAA Worldcup - Aix-les-Bains 1994
45,Women,Lead,Florence LACHENAL,,FRA,UIAA Worldcup - Aix-les-Bains 1994
45,Women,Lead,Susan WINKLER,,GER,UIAA Worldcup - Aix-les-Bains 1994
47,Women,Lead,Anne ARRAN,,GBR,UIAA Worldcup - Aix-les-Bains 1994
47,Women,Lead,Mi-sun GO,,KOR,UIAA Worldcup - Aix-les-Bains 1994
49,Women,Lead,Therese NOST,,NOR,UIAA Worldcup - Aix-les-Bains 1994
49,Women,Lead,Dalvinder SODHI,,GBR,UIAA Worldcup - Aix-les-Bains 1994
51,Women,Lead,Renata DUMITRANA,,ROU,UIAA Worldcup - Aix-les-Bains 1994
51,Women,Lead,Lydie TUCCIO,,FRA,UIAA Worldcup - Aix-les-Bains 1994
53,Women,Lead,Martine GOERGER,,FRA,UIAA Worldcup - Aix-les-Bains 1994
53,Women,Lead,Gry HANSEN,,NOR,UIAA Worldcup - Aix-les-Bains 1994
55,Women,Lead,Josune BERECIARTU URRUZOLA,,ESP,UIAA Worldcup - Aix-les-Bains 1994
1,Men,Lead,François LOMBARD,,FRA,UIAA Worldcup - Birmingham 1994
2,Men,Lead,François LEGRAND,,FRA,UIAA Worldcup - Birmingham 1994
3,Men,Lead,François PETIT,,FRA,UIAA Worldcup - Birmingham 1994
4,Men,Lead,Luca ZARDINI,,ITA,UIAA Worldcup - Birmingham 1994
5,Men,Lead,Elie CHEVIEUX,,SUI,UIAA Worldcup - Birmingham 1994
5,Men,Lead,Pavel SAMOILINE,,RUS,UIAA Worldcup - Birmingham 1994
7,Men,Lead,Pedro PONS,,ESP,UIAA Worldcup - Birmingham 1994
8,Men,Lead,Jean-baptiste TRIBOUT,,FRA,UIAA Worldcup - Birmingham 1994
9,Men,Lead,Alexander ADLER,,GER,UIAA Worldcup - Birmingham 1994
10,Men,Lead,Vincent ALBRAND,,FRA,UIAA Worldcup - Birmingham 1994
11,Men,Lead,François COFFY,,FRA,UIAA Worldcup - Birmingham 1994
12,Men,Lead,David CARRETERO PEREZ,,ESP,UIAA Worldcup - Birmingham 1994
13,Men,Lead,Baptiste BRIAND,,FRA,UIAA Worldcup - Birmingham 1994
14,Men,Lead,Arnaud PETIT,,FRA,UIAA Worldcup - Birmingham 1994
15,Men,Lead,Frédéric COROLLER,,FRA,UIAA Worldcup - Birmingham 1994
16,Men,Lead,Stefan FÜRST,,AUT,UIAA Worldcup - Birmingham 1994
16,Men,Lead,Luca GIUPPONI,,ITA,UIAA Worldcup - Birmingham 1994
16,Men,Lead,Fabien MAZUER,,FRA,UIAA Worldcup - Birmingham 1994
16,Men,Lead,Evgeny OVCHINNIKOV,,RUS,UIAA Worldcup - Birmingham 1994
16,Men,Lead,David VILLIEN,,FRA,UIAA Worldcup - Birmingham 1994
21,Men,Lead,Stefano ALIPPI,,ITA,UIAA Worldcup - Birmingham 1994
22,Men,Lead,Cristian BRENNA,,ITA,UIAA Worldcup - Birmingham 1994
23,Men,Lead,Patxi AROCENA,,ESP,UIAA Worldcup - Birmingham 1994
23,Men,Lead,Neil CARSON,,GBR,UIAA Worldcup - Birmingham 1994
23,Men,Lead,Jean Paul FINNE,,BEL,UIAA Worldcup - Birmingham 1994
23,Men,Lead,Matej MEJOVSEK,,SLO,UIAA Worldcup - Birmingham 1994
23,Men,Lead,Phillipe MUSSATTO,,FRA,UIAA Worldcup - Birmingham 1994
28,Men,Lead,Florian HAGE,,GER,UIAA Worldcup - Birmingham 1994
29,Men,Lead,Werner THON,,GER,UIAA Worldcup - Birmingham 1994
29,Men,Lead,Ian VICKERS,,GBR,UIAA Worldcup - Birmingham 1994
31,Men,Lead,Rafael CABANE,,FRA,UIAA Worldcup - Birmingham 1994
32,Men,Lead,Aljosa GROM,,SLO,UIAA Worldcup - Birmingham 1994
33,Men,Lead,Aidar AKBEROV,,RUS,UIAA Worldcup - Birmingham 1994
33,Men,Lead,Vili GUCEK,,SLO,UIAA Worldcup - Birmingham 1994
33,Men,Lead,Marcin WROBEL,,POL,UIAA Worldcup - Birmingham 1994
36,Men,Lead,Doug ENGLEKIRK,,USA,UIAA Worldcup - Birmingham 1994
37,Men,Lead,John ARRAN,,GBR,UIAA Worldcup - Birmingham 1994
37,Men,Lead,John CRONIN,,USA,UIAA Worldcup - Birmingham 1994
37,Men,Lead,Alberto GNERRO,,ITA,UIAA Worldcup - Birmingham 1994
40,Men,Lead,Dave CUTHBERTSON,,GBR,UIAA Worldcup - Birmingham 1994
40,Men,Lead,Riccardo SCARIAN,,ITA,UIAA Worldcup - Birmingham 1994
42,Men,Lead,Michael LEA,,GBR,UIAA Worldcup - Birmingham 1994
43,Men,Lead,Alan CAMERON-DUFF,,GBR,UIAA Worldcup - Birmingham 1994
43,Men,Lead,Christian ROUMEGOUX,,FRA,UIAA Worldcup - Birmingham 1994
45,Men,Lead,Frédéric NICOLE,,SUI,UIAA Worldcup - Birmingham 1994
45,Men,Lead,Benjamin PIRAPREZ,,BEL,UIAA Worldcup - Birmingham 1994
47,Men,Lead,John David DUNNE,,GBR,UIAA Worldcup - Birmingham 1994
47,Men,Lead,Gareth PARRY,,GBR,UIAA Worldcup - Birmingham 1994
47,Men,Lead,Yves PHILIPONA,,SUI,UIAA Worldcup - Birmingham 1994
50,Men,Lead,Hakon HANSEN,,NOR,UIAA Worldcup - Birmingham 1994
51,Men,Lead,Scott FRANKLIN,,USA,UIAA Worldcup - Birmingham 1994
51,Men,Lead,Ed MORGAN,,GBR,UIAA Worldcup - Birmingham 1994
53,Men,Lead,Mathieu DUTRAY,,FRA,UIAA Worldcup - Birmingham 1994
53,Men,Lead,Robert MIRFIN,,GBR,UIAA Worldcup - Birmingham 1994
55,Men,Lead,Jacek JURKOWSKI,,POL,UIAA Worldcup - Birmingham 1994
55,Men,Lead,Grzgorz KIMLA,,POL,UIAA Worldcup - Birmingham 1994
57,Men,Lead,Pascal GISLER,,SUI,UIAA Worldcup - Birmingham 1994
57,Men,Lead,Guy HOLWILL,,RSA,UIAA Worldcup - Birmingham 1994
57,Men,Lead,Dionisios STRAVOGENIS,,GRE,UIAA Worldcup - Birmingham 1994
57,Men,Lead,Aristomenes THANOPOULOS,,GRE,UIAA Worldcup - Birmingham 1994
61,Men,Lead,Frederic SARKANY,,BEL,UIAA Worldcup - Birmingham 1994
62,Men,Lead,Ioannis THEOHAROPOULOS,,GRE,UIAA Worldcup - Birmingham 1994
1,Women,Lead,Robyn ERBESFIELD,,USA,UIAA Worldcup - Birmingham 1994
2,Women,Lead,Natalie RICHER,,FRA,UIAA Worldcup - Birmingham 1994
3,Women,Lead,Laurence GUYON,,FRA,UIAA Worldcup - Birmingham 1994
4,Women,Lead,Liv SANSOZ,,FRA,UIAA Worldcup - Birmingham 1994
5,Women,Lead,Felicity BUTLER,,GBR,UIAA Worldcup - Birmingham 1994
6,Women,Lead,Martina CUFAR,,SLO,UIAA Worldcup - Birmingham 1994
7,Women,Lead,Elena OVTCHINNIKOVA,,USA,UIAA Worldcup - Birmingham 1994
8,Women,Lead,Naomi GUY,,GBR,UIAA Worldcup - Birmingham 1994
9,Women,Lead,Metka LUKANCIC,,SLO,UIAA Worldcup - Birmingham 1994
9,Women,Lead,Muriel SARKANY,,BEL,UIAA Worldcup - Birmingham 1994
11,Women,Lead,Angela STRIECKS,,GER,UIAA Worldcup - Birmingham 1994
12,Women,Lead,Isabelle PATISSIER,,FRA,UIAA Worldcup - Birmingham 1994
13,Women,Lead,Tamara SCHLEMMER,,GER,UIAA Worldcup - Birmingham 1994
14,Women,Lead,Luisa IOVANE,,ITA,UIAA Worldcup - Birmingham 1994
14,Women,Lead,Marietta UHDEN,,GER,UIAA Worldcup - Birmingham 1994
16,Women,Lead,Marie GUILLET,,FRA,UIAA Worldcup - Birmingham 1994
17,Women,Lead,Mia AXON,,USA,UIAA Worldcup - Birmingham 1994
17,Women,Lead,Yulia INOZEMTSEVA,,RUS,UIAA Worldcup - Birmingham 1994
19,Women,Lead,Marina KLEONOVA,,RUS,UIAA Worldcup - Birmingham 1994
20,Women,Lead,Silvia PEARSONS,,GBR,UIAA Worldcup - Birmingham 1994
21,Women,Lead,Karin KAVOUSSI,,AUT,UIAA Worldcup - Birmingham 1994
21,Women,Lead,Nanette RAYBAUD,,FRA,UIAA Worldcup - Birmingham 1994
23,Women,Lead,Margaux HILLY,,FRA,UIAA Worldcup - Birmingham 1994
23,Women,Lead,Alison OSIUS,,USA,UIAA Worldcup - Birmingham 1994
23,Women,Lead,Mayya PIRATINSKAYA,,RUS,UIAA Worldcup - Birmingham 1994
23,Women,Lead,Renata PISZCZEK,,POL,UIAA Worldcup - Birmingham 1994
23,Women,Lead,Shelly PRESSON,,USA,UIAA Worldcup - Birmingham 1994
23,Women,Lead,Tatiana RUYGA,,RUS,UIAA Worldcup - Birmingham 1994
29,Women,Lead,Cecile AVEZOU,,FRA,UIAA Worldcup - Birmingham 1994
30,Women,Lead,Ruth JENKINS,,GBR,UIAA Worldcup - Birmingham 1994
31,Women,Lead,Sian KILLEN,,GBR,UIAA Worldcup - Birmingham 1994
31,Women,Lead,Isabelle PALLE,,FRA,UIAA Worldcup - Birmingham 1994
31,Women,Lead,Barbara STRANSKA,,CZE,UIAA Worldcup - Birmingham 1994
34,Women,Lead,Josune BERECIARTU URRUZOLA,,ESP,UIAA Worldcup - Birmingham 1994
35,Women,Lead,Karin MAGOG,,GBR,UIAA Worldcup - Birmingham 1994
35,Women,Lead,Marie-annick PIAT,,FRA,UIAA Worldcup - Birmingham 1994
35,Women,Lead,Dalvinder SODHI,,GBR,UIAA Worldcup - Birmingham 1994
38,Women,Lead,Eve PRICKETT,,GBR,UIAA Worldcup - Birmingham 1994
39,Women,Lead,Anne ARRAN,,GBR,UIAA Worldcup - Birmingham 1994
39,Women,Lead,Catherine VALLET,,FRA,UIAA Worldcup - Birmingham 1994
1,Men,Lead,François PETIT,,FRA,UIAA Worldcup - Frankfurt 1995
2,Men,Lead,François LEGRAND,,FRA,UIAA Worldcup - Frankfurt 1995
3,Men,Lead,Arnaud PETIT,,FRA,UIAA Worldcup - Frankfurt 1995
4,Men,Lead,Jean-baptiste TRIBOUT,,FRA,UIAA Worldcup - Frankfurt 1995
5,Men,Lead,François LOMBARD,,FRA,UIAA Worldcup - Frankfurt 1995
6,Men,Lead,Cristian BRENNA,,ITA,UIAA Worldcup - Frankfurt 1995
7,Men,Lead,Elie CHEVIEUX,,SUI,UIAA Worldcup - Frankfurt 1995
8,Men,Lead,Yuji HIRAYAMA,,JPN,UIAA Worldcup - Frankfurt 1995
9,Men,Lead,Phillipe MUSSATTO,,FRA,UIAA Worldcup - Frankfurt 1995
10,Men,Lead,Luca ZARDINI,,ITA,UIAA Worldcup - Frankfurt 1995
11,Men,Lead,François COFFY,,FRA,UIAA Worldcup - Frankfurt 1995
12,Men,Lead,Serik KAZBEKOV,,UKR,UIAA Worldcup - Frankfurt 1995
13,Men,Lead,Pedro PONS,,ESP,UIAA Worldcup - Frankfurt 1995
14,Men,Lead,Patxi AROCENA,,ESP,UIAA Worldcup - Frankfurt 1995
15,Men,Lead,Christoph BUCHER,,GER,UIAA Worldcup - Frankfurt 1995
16,Men,Lead,Stefano ALIPPI,,ITA,UIAA Worldcup - Frankfurt 1995
17,Men,Lead,Pavel KORAN,,CZE,UIAA Worldcup - Frankfurt 1995
18,Men,Lead,Frédéric COROLLER,,FRA,UIAA Worldcup - Frankfurt 1995
19,Men,Lead,Andreas BINDHAMMER,,GER,UIAA Worldcup - Frankfurt 1995
20,Men,Lead,Evgeny OVCHINNIKOV,,RUS,UIAA Worldcup - Frankfurt 1995
20,Men,Lead,Pavel SAMOILINE,,RUS,UIAA Worldcup - Frankfurt 1995
22,Men,Lead,Christian BINDHAMMER,,GER,UIAA Worldcup - Frankfurt 1995
23,Men,Lead,Milen VIDENOVSKI,,BUL,UIAA Worldcup - Frankfurt 1995
24,Men,Lead,Stefan FÜRST,,AUT,UIAA Worldcup - Frankfurt 1995
24,Men,Lead,Igor KOLLAR,,SVK,UIAA Worldcup - Frankfurt 1995
26,Men,Lead,David CARRETERO PEREZ,,ESP,UIAA Worldcup - Frankfurt 1995
26,Men,Lead,Robert MATE,,GER,UIAA Worldcup - Frankfurt 1995
28,Men,Lead,Aljosa GROM,,SLO,UIAA Worldcup - Frankfurt 1995
29,Men,Lead,Yevgen KRYVOSHEYTSEV,,UKR,UIAA Worldcup - Frankfurt 1995
30,Men,Lead,Mauro CALIBANI,,ITA,UIAA Worldcup - Frankfurt 1995
30,Men,Lead,Simon FASNACHT WANDELER,,SUI,UIAA Worldcup - Frankfurt 1995
32,Men,Lead,Alexander ADLER,,GER,UIAA Worldcup - Frankfurt 1995
32,Men,Lead,Neil CARSON,,GBR,UIAA Worldcup - Frankfurt 1995
34,Men,Lead,Pascal GISLER,,SUI,UIAA Worldcup - Frankfurt 1995
34,Men,Lead,Peter HORNING,,NED,UIAA Worldcup - Frankfurt 1995
36,Men,Lead,Alexei TCHERTOV,,RUS,UIAA Worldcup - Frankfurt 1995
37,Men,Lead,Salavat RAKHMETOV,,RUS,UIAA Worldcup - Frankfurt 1995
38,Men,Lead,Kalin GARBOV,,BUL,UIAA Worldcup - Frankfurt 1995
39,Men,Lead,Yves PHILIPONA,,SUI,UIAA Worldcup - Frankfurt 1995
40,Men,Lead,Vincent ALBRAND,,FRA,UIAA Worldcup - Frankfurt 1995
41,Men,Lead,Oleg BOULAVKO,,RUS,UIAA Worldcup - Frankfurt 1995
41,Men,Lead,Matej MEJOVSEK,,SLO,UIAA Worldcup - Frankfurt 1995
41,Men,Lead,Hans MILEWSKI,,AUT,UIAA Worldcup - Frankfurt 1995
41,Men,Lead,Frederic SARKANY,,BEL,UIAA Worldcup - Frankfurt 1995
41,Men,Lead,Vladimir ZAKHAROV,,UKR,UIAA Worldcup - Frankfurt 1995
46,Men,Lead,Wolfgang WIDDER,,GER,UIAA Worldcup - Frankfurt 1995
47,Men,Lead,Vili GUCEK,,SLO,UIAA Worldcup - Frankfurt 1995
48,Men,Lead,Klaus BÜCHELE,,GER,UIAA Worldcup - Frankfurt 1995
48,Men,Lead,Dave CUTHBERTSON,,GBR,UIAA Worldcup - Frankfurt 1995
48,Men,Lead,Johnny SCHELKER,,SUI,UIAA Worldcup - Frankfurt 1995
51,Men,Lead,Milan BENIAN,,CZE,UIAA Worldcup - Frankfurt 1995
51,Men,Lead,Christian CORE,,ITA,UIAA Worldcup - Frankfurt 1995
51,Men,Lead,Peter KMOSKO,,SVK,UIAA Worldcup - Frankfurt 1995
51,Men,Lead,David VILLIEN,,FRA,UIAA Worldcup - Frankfurt 1995
55,Men,Lead,Andrej CHRASTINA,,SVK,UIAA Worldcup - Frankfurt 1995
55,Men,Lead,Florian HAGE,,GER,UIAA Worldcup - Frankfurt 1995
55,Men,Lead,Malcolm SMITH,,GBR,UIAA Worldcup - Frankfurt 1995
55,Men,Lead,Bernhard WOLF,,GER,UIAA Worldcup - Frankfurt 1995
59,Men,Lead,Kairat RAKHMETOV,,KAZ,UIAA Worldcup - Frankfurt 1995
59,Men,Lead,Sebastian ZASADZKI,,POL,UIAA Worldcup - Frankfurt 1995
61,Men,Lead,Igor GUSAK,,UKR,UIAA Worldcup - Frankfurt 1995
61,Men,Lead,Miroslav PIALA,,SVK,UIAA Worldcup - Frankfurt 1995
63,Men,Lead,Serguei CHEMOULINKINE,,RUS,UIAA Worldcup - Frankfurt 1995
63,Men,Lead,Michael LEA,,GBR,UIAA Worldcup - Frankfurt 1995
63,Men,Lead,Werner THON,,GER,UIAA Worldcup - Frankfurt 1995
66,Men,Lead,Jürgen HÖFLE,,AUT,UIAA Worldcup - Frankfurt 1995
67,Men,Lead,Daniel NIKOV,,BUL,UIAA Worldcup - Frankfurt 1995
67,Men,Lead,Anton PACEK,,SVK,UIAA Worldcup - Frankfurt 1995
69,Men,Lead,Rafael CABANE,,FRA,UIAA Worldcup - Frankfurt 1995
69,Men,Lead,Thomas JOHNSTONE,,AUT,UIAA Worldcup - Frankfurt 1995
69,Men,Lead,Metin MUSSOV,,BUL,UIAA Worldcup - Frankfurt 1995
72,Men,Lead,Franci JENSTERLE,,SLO,UIAA Worldcup - Frankfurt 1995
73,Men,Lead,John ARRAN,,GBR,UIAA Worldcup - Frankfurt 1995
73,Men,Lead,Zidan STANKO,,SLO,UIAA Worldcup - Frankfurt 1995
75,Men,Lead,Nenco DUNEV,,BUL,UIAA Worldcup - Frankfurt 1995
75,Men,Lead,Michi TRESCH,,SUI,UIAA Worldcup - Frankfurt 1995
77,Men,Lead,Luca GIUPPONI,,ITA,UIAA Worldcup - Frankfurt 1995
77,Men,Lead,Grzgorz KIMLA,,POL,UIAA Worldcup - Frankfurt 1995
79,Men,Lead,Petr WAGNER,,CZE,UIAA Worldcup - Frankfurt 1995
1,Women,Lead,Laurence GUYON,,FRA,UIAA Worldcup - Frankfurt 1995
2,Women,Lead,Muriel SARKANY,,BEL,UIAA Worldcup - Frankfurt 1995
3,Women,Lead,Robyn ERBESFIELD,,USA,UIAA Worldcup - Frankfurt 1995
4,Women,Lead,Marie GUILLET,,FRA,UIAA Worldcup - Frankfurt 1995
5,Women,Lead,Elena OVTCHINNIKOVA,,USA,UIAA Worldcup - Frankfurt 1995
6,Women,Lead,Natalie RICHER,,FRA,UIAA Worldcup - Frankfurt 1995
7,Women,Lead,Raffaella VALSECCHI,,ITA,UIAA Worldcup - Frankfurt 1995
8,Women,Lead,Martina CUFAR,,SLO,UIAA Worldcup - Frankfurt 1995
8,Women,Lead,Luisa IOVANE,,ITA,UIAA Worldcup - Frankfurt 1995
8,Women,Lead,Liv SANSOZ,,FRA,UIAA Worldcup - Frankfurt 1995
8,Women,Lead,Angela STRIECKS,,GER,UIAA Worldcup - Frankfurt 1995
12,Women,Lead,Elena CHOUMILOVA,,RUS,UIAA Worldcup - Frankfurt 1995
13,Women,Lead,Venera CHERESHNEVA,,RUS,UIAA Worldcup - Frankfurt 1995
14,Women,Lead,Felicity BUTLER,,GBR,UIAA Worldcup - Frankfurt 1995
15,Women,Lead,Tatiana RUYGA,,RUS,UIAA Worldcup - Frankfurt 1995
16,Women,Lead,Marietta UHDEN,,GER,UIAA Worldcup - Frankfurt 1995
17,Women,Lead,Ameli HAAGER,,GER,UIAA Worldcup - Frankfurt 1995
18,Women,Lead,Margaux HILLY,,FRA,UIAA Worldcup - Frankfurt 1995
18,Women,Lead,Barbara STRANSKA,,CZE,UIAA Worldcup - Frankfurt 1995
20,Women,Lead,Naomi GUY,,GBR,UIAA Worldcup - Frankfurt 1995
21,Women,Lead,Tamara SCHLEMMER,,GER,UIAA Worldcup - Frankfurt 1995
22,Women,Lead,Annatina SCHULTZ,,SUI,UIAA Worldcup - Frankfurt 1995
23,Women,Lead,Josune BERECIARTU URRUZOLA,,ESP,UIAA Worldcup - Frankfurt 1995
23,Women,Lead,Catherine VALLET,,FRA,UIAA Worldcup - Frankfurt 1995
25,Women,Lead,Cecile AVEZOU,,FRA,UIAA Worldcup - Frankfurt 1995
25,Women,Lead,Stéphanie BODET,,FRA,UIAA Worldcup - Frankfurt 1995
27,Women,Lead,Anne ARRAN,,GBR,UIAA Worldcup - Frankfurt 1995
27,Women,Lead,Ruth JENKINS,,GBR,UIAA Worldcup - Frankfurt 1995
29,Women,Lead,Karin KAVOUSSI,,AUT,UIAA Worldcup - Frankfurt 1995
29,Women,Lead,Metka LUKANCIC,,SLO,UIAA Worldcup - Frankfurt 1995
29,Women,Lead,Nataliya PERLOVA,,UKR,UIAA Worldcup - Frankfurt 1995
29,Women,Lead,Irene STEINDL,,AUT,UIAA Worldcup - Frankfurt 1995
33,Women,Lead,Eva NIESELT,,GER,UIAA Worldcup - Frankfurt 1995
33,Women,Lead,Marie-annick PIAT,,FRA,UIAA Worldcup - Frankfurt 1995
33,Women,Lead,Renata PISZCZEK,,POL,UIAA Worldcup - Frankfurt 1995
33,Women,Lead,Mirjam VERBEEK,,NED,UIAA Worldcup - Frankfurt 1995
37,Women,Lead,Svetlana SUTKINA,,RUS,UIAA Worldcup - Frankfurt 1995
38,Women,Lead,Silvia PEARSONS,,GBR,UIAA Worldcup - Frankfurt 1995
39,Women,Lead,Ines BISCHOFF,,GER,UIAA Worldcup - Frankfurt 1995
39,Women,Lead,Anne GRAY,,SUI,UIAA Worldcup - Frankfurt 1995
41,Women,Lead,Barbara SCHNEIDER,,GER,UIAA Worldcup - Frankfurt 1995
41,Women,Lead,Urszula WROBEL,,POL,UIAA Worldcup - Frankfurt 1995
1,Men,Lead,François LEGRAND,,FRA,UIAA Worldchampionchip - Genève 1995
2,Men,Lead,Arnaud PETIT,,FRA,UIAA Worldchampionchip - Genève 1995
3,Men,Lead,Elie CHEVIEUX,,SUI,UIAA Worldchampionchip - Genève 1995
4,Men,Lead,François COFFY,,FRA,UIAA Worldchampionchip - Genève 1995
5,Men,Lead,François LOMBARD,,FRA,UIAA Worldchampionchip - Genève 1995
6,Men,Lead,Jean-baptiste TRIBOUT,,FRA,UIAA Worldchampionchip - Genève 1995
7,Men,Lead,Frédéric COROLLER,,FRA,UIAA Worldchampionchip - Genève 1995
8,Men,Lead,Evgeny OVCHINNIKOV,,RUS,UIAA Worldchampionchip - Genève 1995
9,Men,Lead,Marek HAVLIK,,CZE,UIAA Worldchampionchip - Genève 1995
10,Men,Lead,Stefan FÜRST,,AUT,UIAA Worldchampionchip - Genève 1995
10,Men,Lead,François PETIT,,FRA,UIAA Worldchampionchip - Genève 1995
10,Men,Lead,Pavel SAMOILINE,,RUS,UIAA Worldchampionchip - Genève 1995
13,Men,Lead,Peter HORNING,,NED,UIAA Worldchampionchip - Genève 1995
13,Men,Lead,Serik KAZBEKOV,,UKR,UIAA Worldchampionchip - Genève 1995
15,Men,Lead,Pascal GISLER,,SUI,UIAA Worldchampionchip - Genève 1995
16,Men,Lead,Cristian BRENNA,,ITA,UIAA Worldchampionchip - Genève 1995
16,Men,Lead,Yuji HIRAYAMA,,JPN,UIAA Worldchampionchip - Genève 1995
16,Men,Lead,Yevgen KRYVOSHEYTSEV,,UKR,UIAA Worldchampionchip - Genève 1995
16,Men,Lead,Salavat RAKHMETOV,,RUS,UIAA Worldchampionchip - Genève 1995
20,Men,Lead,Andrey VEDENMEER,,UKR,UIAA Worldchampionchip - Genève 1995
21,Men,Lead,Christoph BUCHER,,GER,UIAA Worldchampionchip - Genève 1995
22,Men,Lead,Stefano ALIPPI,,ITA,UIAA Worldchampionchip - Genève 1995
22,Men,Lead,Vili GUCEK,,SLO,UIAA Worldchampionchip - Genève 1995
22,Men,Lead,Kairat RAKHMETOV,,KAZ,UIAA Worldchampionchip - Genève 1995
25,Men,Lead,Vincent ALBRAND,,FRA,UIAA Worldchampionchip - Genève 1995
26,Men,Lead,Tomoki USAMI,,JPN,UIAA Worldchampionchip - Genève 1995
27,Men,Lead,Aljosa GROM,,SLO,UIAA Worldchampionchip - Genève 1995
28,Men,Lead,Franci JENSTERLE,,SLO,UIAA Worldchampionchip - Genève 1995
29,Men,Lead,Luca ZARDINI,,ITA,UIAA Worldchampionchip - Genève 1995
30,Men,Lead,Frederic SARKANY,,BEL,UIAA Worldchampionchip - Genève 1995
31,Men,Lead,Takehiko YAMAZAKI,,JPN,UIAA Worldchampionchip - Genève 1995
32,Men,Lead,Phillipe MUSSATTO,,FRA,UIAA Worldchampionchip - Genève 1995
33,Men,Lead,Mauro CALIBANI,,ITA,UIAA Worldchampionchip - Genève 1995
33,Men,Lead,Pedro PONS,,ESP,UIAA Worldchampionchip - Genève 1995
35,Men,Lead,Neil CARSON,,GBR,UIAA Worldchampionchip - Genève 1995
35,Men,Lead,Timmy FAIRFIELD,,CAN,UIAA Worldchampionchip - Genève 1995
35,Men,Lead,Matej MEJOVSEK,,SLO,UIAA Worldchampionchip - Genève 1995
35,Men,Lead,Milen VIDENOVSKI,,BUL,UIAA Worldchampionchip - Genève 1995
39,Men,Lead,Dave CUTHBERTSON,,GBR,UIAA Worldchampionchip - Genève 1995
40,Men,Lead,Luca GIUPPONI,,ITA,UIAA Worldchampionchip - Genève 1995
40,Men,Lead,Alexei TCHERTOV,,RUS,UIAA Worldchampionchip - Genève 1995
42,Men,Lead,Milan BENIAN,,CZE,UIAA Worldchampionchip - Genève 1995
43,Men,Lead,Oleg BOULAVKO,,RUS,UIAA Worldchampionchip - Genève 1995
43,Men,Lead,Jae-yong LEE,,KOR,UIAA Worldchampionchip - Genève 1995
43,Men,Lead,David VILLIEN,,FRA,UIAA Worldchampionchip - Genève 1995
46,Men,Lead,Alexander ADLER,,GER,UIAA Worldchampionchip - Genève 1995
47,Men,Lead,Hakon HANSEN,,NOR,UIAA Worldchampionchip - Genève 1995
47,Men,Lead,Grzgorz KIMLA,,POL,UIAA Worldchampionchip - Genève 1995
47,Men,Lead,Johnny SCHELKER,,SUI,UIAA Worldchampionchip - Genève 1995
47,Men,Lead,Sebastian ZASADZKI,,POL,UIAA Worldchampionchip - Genève 1995
51,Men,Lead,Patxi AROCENA,,ESP,UIAA Worldchampionchip - Genève 1995
51,Men,Lead,Kalin GARBOV,,BUL,UIAA Worldchampionchip - Genève 1995
53,Men,Lead,Igor GUSAK,,UKR,UIAA Worldchampionchip - Genève 1995
53,Men,Lead,Pavel KORAN,,CZE,UIAA Worldchampionchip - Genève 1995
53,Men,Lead,Michael LEA,,GBR,UIAA Worldchampionchip - Genève 1995
56,Men,Lead,Jean Paul FINNE,,BEL,UIAA Worldchampionchip - Genève 1995
57,Men,Lead,David CARRETERO PEREZ,,ESP,UIAA Worldchampionchip - Genève 1995
57,Men,Lead,Andreas LUDESCHER,,AUT,UIAA Worldchampionchip - Genève 1995
57,Men,Lead,Robert MATE,,GER,UIAA Worldchampionchip - Genève 1995
57,Men,Lead,Yves PHILIPONA,,SUI,UIAA Worldchampionchip - Genève 1995
61,Men,Lead,Nenco DUNEV,,BUL,UIAA Worldchampionchip - Genève 1995
62,Men,Lead,Filip SILHAN,,CZE,UIAA Worldchampionchip - Genève 1995
63,Men,Lead,Boris CUJIC,,CRO,UIAA Worldchampionchip - Genève 1995
63,Men,Lead,Florian HAGE,,GER,UIAA Worldchampionchip - Genève 1995
63,Men,Lead,Dong-hyun KIM,,KOR,UIAA Worldchampionchip - Genève 1995
66,Men,Lead,Ivica MATKOVIC,,CRO,UIAA Worldchampionchip - Genève 1995
67,Men,Lead,Simon FASNACHT WANDELER,,SUI,UIAA Worldchampionchip - Genève 1995
67,Men,Lead,Hans MILEWSKI,,AUT,UIAA Worldchampionchip - Genève 1995
69,Men,Lead,Jae-hun HAN,,KOR,UIAA Worldchampionchip - Genève 1995
69,Men,Lead,Wouter JONGENEELEN,,NED,UIAA Worldchampionchip - Genève 1995
69,Men,Lead,Daniel NIKOV,,BUL,UIAA Worldchampionchip - Genève 1995
69,Men,Lead,Malcolm SMITH,,GBR,UIAA Worldchampionchip - Genève 1995
73,Men,Lead,Ciprian CHELARIN,,ROU,UIAA Worldchampionchip - Genève 1995
74,Men,Lead,Martin REIMERS,,NOR,UIAA Worldchampionchip - Genève 1995
75,Men,Lead,Tomasz OLEKSY,,POL,UIAA Worldchampionchip - Genève 1995
75,Men,Lead,Imre SEDEVI,,ROU,UIAA Worldchampionchip - Genève 1995
