Year,Event Title,Href,Location,Date
2010,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,https://ifsc.results.info/event/609/,WC Greifensee,14/05/2010 – 15/05/2010
2010,IFSC Climbing Worldcup (B) - Wien (AUT) 2010,https://ifsc.results.info/event/610/,WC Wien,28/05/2010 – 30/05/2010
2010,IFSC Climbing Worldcup (B) - Vail (USA) 2010,https://ifsc.results.info/event/611/,WC Vail,04/06/2010 – 05/06/2010
2010,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",https://ifsc.results.info/event/612/,WC Moscow,17/06/2010 – 21/06/2010
2010,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2010,https://ifsc.results.info/event/613/,WC Eindhoven,25/06/2010 – 26/06/2010
2010,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,https://ifsc.results.info/event/614/,IE Petzen,09/07/2010 – 11/07/2010
2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",https://ifsc.results.info/event/615/,Wc Chamonix,12/07/2010 – 13/07/2010
2010,IFSC Climbing Worldcup (S) - Daone (ITA) 2010,https://ifsc.results.info/event/616/,WC Daone,24/07/2010 – 25/07/2010
2010,IFSC Climbing Worldcup (B) - Munich (GER) 2010,https://ifsc.results.info/event/617/,WC Xining,20/08/2010 – 21/08/2010
2010,"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",https://ifsc.results.info/event/618/,WC Chuncheon,28/08/2010 – 30/08/2010
2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR) 2010",https://ifsc.results.info/event/619/,WC Munich,30/07/2010 – 31/07/2010
2010,IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,https://ifsc.results.info/event/620/,Youyang Promo,28/09/2010 – 30/09/2010
2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",https://ifsc.results.info/event/621/,EYS Veliko Tarnovo,02/10/2010 – 03/10/2010
2010,IFSC Climbing Worldcup (L) - Kranj (SLO) 2010,https://ifsc.results.info/event/622/,WC Kranj,13/11/2010 – 14/11/2010
2010,IFSC World Youth Championship - Edinburgh (GBR) - 2010,https://ifsc.results.info/event/623/,WC Puurs,24/09/2010 – 25/09/2010
2010,IFSC Paraclimbing Cup - Daone (FRA) - 2010,https://ifsc.results.info/event/624/,Argentiere Youth,22/07/2010 – 24/07/2010
2010,IFSC Paraclimbing Cup - Daone (ITA) 2010,https://ifsc.results.info/event/625/,Paraclimbing Daone,24/07/2010 – 25/07/2010
2010,IFSC Paraclimbing Cup - Chiba (JPN) 2010,https://ifsc.results.info/event/626/,Paraclimbing Chiba,04/12/2010 – 05/12/2010
2010,Asian Continental Championship,https://ifsc.results.info/event/627/,ACH_Changzi,16/09/2010 – 19/09/2010
2010,European Speed Cup - Friedrichshafen (GER) 2010,https://ifsc.results.info/event/628/,ESC Friedrichshafen,15/07/2010
2010,European Championship - Imst/Innsbruck (AUT) 2010,https://ifsc.results.info/event/629/,ECH Imst/Innsbruck,14/09/2010 – 18/09/2010
2010,European Speed Cup - Nicosia (CYP) 2010,https://ifsc.results.info/event/630/,PAC YCH Ibarra,23/11/2010 – 28/11/2010
2010,European Youth Series - Imst (AUT) 2010,https://ifsc.results.info/event/631/,EYS_Imst,05/06/2010 – 06/06/2010
2010,European Youth Series - Friedrichschafen (GER) 2010,https://ifsc.results.info/event/632/,EYS Freidrichshafen,15/07/2010
2010,European Youth Series - Wien (AUT) 2010,https://ifsc.results.info/event/633/,,06/09/2010 – 07/09/2010
2010,European Youth Series - Veliko Tarnovo (BUL) 2010,https://ifsc.results.info/event/634/,EYS Annecy,23/10/2010 – 24/10/2010
2010,European Youth Series - Annecy (France) 2010,https://ifsc.results.info/event/635/,WC Huaiji,29/10/2010 – 30/10/2010
