Year,Event Title,Href,Location,Date
2022,"FISU University Championships (B,S,L) - Innsbruck (AUT) 2022",https://ifsc.results.info/event/1249/,Innsbruck (AUT),13/06/2022 – 17/06/2022
1993,UIAA World Championship - Innsbruck 1993,https://ifsc.results.info/event/125/,W-Fr,01/04/1993 – 02/04/1993
2021,"IFSC Africa - Continental Championships (B,S,L) - Johannesburg (RSA) 2021",https://ifsc.results.info/event/1252/,Ibarra (ECU) – Complejo de Escalda de Yacucualle,30/11/2021 – 05/12/2021
2018,Youth Olympic Games - Buenos Aires (ARG) 2018,https://ifsc.results.info/event/1257/,Buenos Aires (ARG),01/10/2018 – 27/10/2018
2022,IFSC Europe - Continental Youth Cup (B) - Chambéry (FRA) 2022,https://ifsc.results.info/event/1258/,Chambéry (FRA),09/04/2022 – 10/04/2022
2022,IFSC Europe - Continental Youth Cup (B) - Soure (POR) 2022,https://ifsc.results.info/event/1259/,Prague (CZE),29/04/2022 – 01/05/2022
1993,UIAA Worldcup - Zürich 1993,https://ifsc.results.info/event/126/,W-Zü,14/05/1993 – 15/05/1993
2022,IFSC Europe - Continental Cup (B) - Prague (CZE) 2022,https://ifsc.results.info/event/1260/,Soure (POR),23/04/2022 – 24/04/2022
2022,IFSC Europe - Continental Cup (B) - Brixen (ITA) 2022,https://ifsc.results.info/event/1261/,Seoul (KOR) – Seoul,06/05/2022 – 08/05/2022
2022,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2022",https://ifsc.results.info/event/1262/,Salt Lake City (USA),24/05/2022 – 25/05/2022
2022,IFSC Europe - Continental Cup (B) - Klagenfurt (AUT) 2022,https://ifsc.results.info/event/1263/,Klagenfurt (AUT),20/05/2022 – 21/05/2022
2022,"IFSC Europe - Continental Cup (L,S) - Tyumen (RUS) 2022 - CANCELLED",https://ifsc.results.info/event/1264/,Tyumen (RUS),04/06/2022 – 05/06/2022
2022,IFSC Europe - Continental Cup (S) - Innsbruck (AUT) 2022,https://ifsc.results.info/event/1265/,Innsbruck (AUT),21/06/2022
2022,IFSC Europe - Continental Youth Cup (L) - Ostermundigen (SUI) 2022,https://ifsc.results.info/event/1266/,Innsbruck (AUT) – Innsbruck,22/06/2022 – 26/06/2022
2022,IFSC Europe - Continental Youth Cup (L) - Dornbirn (AUT) 2022,https://ifsc.results.info/event/1267/,Dornbirn (AUT),02/07/2022 – 03/07/2022
2022,"IFSC Europe - Continental Youth Championship (L,S) - Augsburg (GER) 2022",https://ifsc.results.info/event/1268/,Augsburg (GER),08/07/2022 – 10/07/2022
2022,"IFSC Europe - Continental Cup (L,S) - Žilina (SVK) 2022",https://ifsc.results.info/event/1269/,Žilina (SVK),16/07/2022 – 17/07/2022
1993,UIAA Worldcup - Toulon 1993,https://ifsc.results.info/event/127/,M-Se,21/07/1993 – 22/07/1993
2022,IFSC Europe - Continental Youth Cup (S) - Mezzolombardo (ITA) 2022,https://ifsc.results.info/event/1270/,Mezzolombardo (ITA),29/07/2022
2022,IFSC Europe - Continental Cup (S) - Mezzolombardo (ITA) 2022,https://ifsc.results.info/event/1271/,Mezzolombardo (ITA),30/07/2022
2022,IFSC Europe - Continental Youth Championship (B) - Graz (AUT) 2022,https://ifsc.results.info/event/1272/,Munich (GER) – Munich,11/08/2022 – 18/08/2022
2022,IFSC Europe - Continental Cup (S) - Hamburg (GER) 2022,https://ifsc.results.info/event/1273/,Hamburg (GER),25/09/2022
2022,"IFSC Europe - Continental Youth Cup (L,S,B) - Kaliningrad (RUS) 2022 - CANCELLED",https://ifsc.results.info/event/1274/,Laval (FRA),21/10/2022 – 22/10/2022
2022,IFSC Europe - Continental Cup (S) - Laval (FRA) 2022,https://ifsc.results.info/event/1275/,Kaliningrad (RUS),12/10/2022 – 16/10/2022
2022,IFSC - Paraclimbing World Cup (L) - Innsbruck (AUT) 2022,https://ifsc.results.info/event/1277/,Innsbruck (AUT),21/06/2022 – 22/06/2022
2022,IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,https://ifsc.results.info/event/1278/,Salt Lake City (USA) – Salt Lake City,27/05/2022 – 29/05/2022
1993,UIAA Worldcup - Black See 1993,https://ifsc.results.info/event/128/,W-Bu,26/08/1993 – 27/08/1993
2022,IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,https://ifsc.results.info/event/1280/,Birmingham (USA),14/07/2022 – 16/07/2022
2022,IFSC - Paraclimbing Master - Imst (AUT) 2022,https://ifsc.results.info/event/1281/,Imst (AUT),02/07/2022 – 03/07/2022
2022,IFSC - Test Event (B&L) - Barcelona (ESP) 2022,https://ifsc.results.info/event/1282/,Barcelona (ESP),04/03/2022 – 05/03/2022
2022,"IFSC Europe - Continental Cup (L,S) - Arco (ITA) 2022",https://ifsc.results.info/event/1283/,Brixen (ITA),10/06/2022 – 12/06/2022
2022,IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,https://ifsc.results.info/event/1284/,Arco (ITA),04/06/2022 – 05/06/2022
2022,International Climbing Series - Rock Master - Arco (ITA) 2022,https://ifsc.results.info/event/1285/,Arco (ITA),29/07/2022
2022,"IFSC Asia - Continental Championships (B, L, S, B&L) - Republic of Korea 2022",https://ifsc.results.info/event/1287/,Seoul (KOR) – Jamwon Hangang-revier Park,10/10/2022 – 16/10/2022
2022,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",https://ifsc.results.info/event/1288/,Edinburgh (GBR),09/09/2022 – 11/09/2022
2022,Promo Event - Delfts Bleau International Youth Open - Delft (NED) 2022,https://ifsc.results.info/event/1289/,Delft (NED),24/09/2022 – 25/09/2022
1993,UIAA Worldcup - Nürnberg 1993,https://ifsc.results.info/event/129/,M-Ar,10/09/1993 – 11/09/1993
2022,International Climbing Series - The internationals of Mayenne (B&L) - Laval (FRA) 2022,https://ifsc.results.info/event/1290/,Laval (FRA),21/10/2022 – 23/10/2022
2023,IFSC World Cup Hachioji 2023,https://ifsc.results.info/event/1291/,Chambéry (FRA),07/04/2023 – 08/04/2023
2023,IFSC World Cup Seoul 2023,https://ifsc.results.info/event/1292/,Seoul (KOR) – Seoul,28/04/2023 – 30/04/2023
2023,IFSC World Cup Jakarta 2023,https://ifsc.results.info/event/1293/,Graz (AUT),05/05/2023 – 07/05/2023
2023,IFSC World Cup Salt Lake City 2023,https://ifsc.results.info/event/1294/,Liébana (ESP),12/05/2023 – 14/05/2023
2023,IFSC World Cup Prague 2023,https://ifsc.results.info/event/1295/,Brixen (ITA),09/06/2023 – 11/06/2023
2023,IFSC World Cup Brixen 2023,https://ifsc.results.info/event/1296/,Innsbruck (AUT),12/06/2023
2023,IFSC World Cup Innsbruck 2023,https://ifsc.results.info/event/1297/,Niederwangen (SUI),17/06/2023 – 18/06/2023
2023,IFSC World Cup Villars 2023,https://ifsc.results.info/event/1298/,Villars-sur-Ollon (SUI),30/06/2023 – 02/07/2023
2023,IFSC World Cup Chamonix 2023,https://ifsc.results.info/event/1299/,Chamonix (FRA),07/07/2023 – 09/07/2023
1993,UIAA Worldcup - Laval 1993,https://ifsc.results.info/event/130/,W-Vi,15/04/1994 – 16/04/1994
2023,IFSC World Cup Briançon 2023,https://ifsc.results.info/event/1300/,Briançon (FRA),14/07/2023 – 15/07/2023
2023,IFSC World Championships Bern 2023,https://ifsc.results.info/event/1301/,Bern (SUI),08/08/2023 – 10/08/2023
2023,IFSC World Cup Koper 2023,https://ifsc.results.info/event/1302/,Ljubljana (SLO),02/09/2023
2023,IFSC World Cup Wujiang 2023,https://ifsc.results.info/event/1303/,Wujiang (CHN) – Wujiang,22/09/2023 – 24/09/2023
2023,IFSC Youth World Championships Seoul 2023,https://ifsc.results.info/event/1304/,Arco (ITA),01/09/2023
2023,European Games Krakow-Malopolska 2023,https://ifsc.results.info/event/1305/,Innsbruck (AUT),14/06/2023 – 18/06/2023
2023,Asian Games Hangzhou 2022,https://ifsc.results.info/event/1306/,Hangzhou (CHN),23/09/2023 – 08/10/2023
2023,Pan American Games Santiago 2023,https://ifsc.results.info/event/1307/,Laval (FRA),26/10/2023 – 29/10/2023
2023,IFSC European Qualifier Laval 2023,https://ifsc.results.info/event/1308/,Chongqing (CHN),18/10/2023 – 22/10/2023
2023,IFSC European Qualifier Rome 2023,https://ifsc.results.info/event/1309/,Rome (ITA),15/09/2023
1993,Jeux de Pyrinae - Ainsa 1993,https://ifsc.results.info/event/131/,M-Py,20/05/1993 – 21/05/1993
2023,IFSC Asian Qualifier Jakarta 2023,https://ifsc.results.info/event/1310/,Jakarta (INA),09/11/2023 – 12/11/2023
2023,IFSC Oceania Qualifier Melbourne 2023,https://ifsc.results.info/event/1311/,Curitiba (BRA) – Centro de Treinamiento ABEE - Parque Olímpico do Cajuru,01/12/2023 – 03/12/2023
2023,IFSC African Qualifier Pretoria 2023,https://ifsc.results.info/event/1312/,Jamshedpur (IND),08/12/2023 – 10/12/2023
2023,International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,https://ifsc.results.info/event/1314/,Jamshedpur (IND),09/12/2022 – 11/12/2022
2022,IFSC Asia - Continental Cup (B) - Manila (PHI) 2022,https://ifsc.results.info/event/1315/,Manila (PHI),05/11/2022 – 06/11/2022
2022,IFSC Asia - K Continental Championships - Jamshedpur (IND),https://ifsc.results.info/event/1316/,Delft (NED),25/03/2023 – 26/03/2023
2023,IFSC European Cup Chambéry 2023,https://ifsc.results.info/event/1317/,Hachioji (JPN),21/04/2023 – 23/04/2023
2023,IFSC European Cup Loverval 2023,https://ifsc.results.info/event/1318/,Salt Lake City (USA),16/05/2023 – 17/05/2023
1993,Masters Serre-Chevalier 1993,https://ifsc.results.info/event/132/,W-To,27/05/1993 – 28/05/1993
2023,IFSC European Cup Liébana 2023,https://ifsc.results.info/event/1320/,Salt Lake City (USA) – Salt Lake City,19/05/2023 – 21/05/2023
2023,IFSC Europe - Continental Youth Cup (B) - Soure (POR) 2023,https://ifsc.results.info/event/1321/,Soure (POR),22/04/2023 – 23/04/2023
2023,IFSC Europe - Continental Youth Cup (B) - Kaunas (LTU) 2023,https://ifsc.results.info/event/1322/,Kaunas (LTU),28/04/2023 – 30/04/2023
2023,IFSC Europe - Continental Youth Cup (B) - Graz (AUT) 2023,https://ifsc.results.info/event/1323/,Indonesia (INA),06/05/2023 – 07/05/2023
2023,IFSC European Cup Žilina 2023,https://ifsc.results.info/event/1324/,Žilina (SVK),21/07/2023 – 22/07/2023
2023,IFSC European Cup Innsbruck 2023,https://ifsc.results.info/event/1325/,Duisburg (GER),08/06/2023 – 11/06/2023
2023,IFSC Europe - Continental Youth Cup (L) - Niederwangen (SUI) 2023,https://ifsc.results.info/event/1326/,Tarnow (POL),21/06/2023 – 02/07/2023
2023,IFSC Europe - Continental Youth Cup (L) - St. Pierre en Faucigny (FRA) 2023,https://ifsc.results.info/event/1327/,Villars-sur-Ollon (SUI),23/06/2023 – 24/06/2023
2023,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2023",https://ifsc.results.info/event/1328/,Imst (AUT) – Kletterzentrum Imst,30/06/2023 – 02/07/2023
2023,"IFSC Europe - Continental Youth Championship (B,S) - Duisburg (GER) 2023",https://ifsc.results.info/event/1329/,Prague (CZE),02/06/2023 – 04/06/2023
1993,UIAA Masters - Rock Masters Arco 1993,https://ifsc.results.info/event/133/,W-Nü,04/11/1993 – 05/11/1993
2023,IFSC Europe - Youth Championship - Helsinki (FIN) 2023,https://ifsc.results.info/event/1330/,Helsinki (FIN),15/09/2023 – 16/09/2023
2023,IFSC European Cup Tarnów 2023,https://ifsc.results.info/event/1331/,Tarnów (POL),01/04/2023 – 02/04/2023
2023,IFSC Europe - Continental Youth Cup (S) - Tarnów (POL) 2023,https://ifsc.results.info/event/1332/,Tarnów (POL),01/04/2023 – 02/04/2023
2023,IFSC Europe - Continental Youth Cup (S) - Hamburg (GER) 2023,https://ifsc.results.info/event/1334/,Hamburg (GER),24/09/2023
2023,IFSC Paraclimbing World Cup Salt Lake City 2023,https://ifsc.results.info/event/1335/,Loverval (BEL),27/05/2023 – 28/05/2023
2023,IFSC European Cup Bologna 2023,https://ifsc.results.info/event/1336/,Bologna (ITA),02/09/2023 – 03/09/2023
2023,IFSC Paraclimbing World Cup Innsbruck 2023,https://ifsc.results.info/event/1337/,Innsbruck (AUT),12/06/2023 – 13/06/2023
2023,IFSC Paraclimbing World Championships Bern 2023,https://ifsc.results.info/event/1338/,Bern (SUI),01/08/2023 – 12/08/2023
1994,UIAA Worldcup - Villach 1994,https://ifsc.results.info/event/134/,W-La,09/12/1993 – 10/12/1993
2023,Promo Event - Delfts Bleau International Youth Open - Delft (NED) 2023,https://ifsc.results.info/event/1340/,Pfungstadt (GER),11/03/2023 – 12/03/2023
2023,IFSC Paraclimbing World Cup Villars 2023,https://ifsc.results.info/event/1341/,St. Pierre en Faucigny (FRA),24/06/2023 – 25/06/2023
2023,IFSC Asia - Continental Youth Cup (S) - Singapore (SGP) 2023,https://ifsc.results.info/event/1342/,Singapore (SGP),08/07/2023
2023,"IFSC Asian Cup Hong Kong, China 2023",https://ifsc.results.info/event/1343/,Koper (SLO),08/09/2023 – 09/09/2023
2023,IFSC Asian Cup Riyadh 2023,https://ifsc.results.info/event/1344/,Lublin (POL),16/03/2024
2023,International Climbing Series - Triglav The Rock - Ljubljana (SLO) 2023,https://ifsc.results.info/event/1345/,Hong Kong (HKG),09/09/2023 – 10/09/2023
2023,IFSC South American Cup Curitiba 2023,https://ifsc.results.info/event/1346/,Melbourne (AUS) – Melbourne,24/11/2023 – 26/11/2023
2023,IFSC South American Cup Mar del Plata 2023,https://ifsc.results.info/event/1347/,Mar del Plata (ARG),15/12/2023 – 17/12/2023
2023,International Climbing Series - Rock Master - Arco (ITA) 2023,https://ifsc.results.info/event/1348/,South Korea (KOR),18/08/2023 – 27/08/2023
2023,"IFSC Asia - Continental Youth Championships (B, S, L, B&L) - Chongqing (CHN) 2023",https://ifsc.results.info/event/1349/,Santiago (CHI),20/10/2023 – 25/10/2023
1994,UIAA Worldcup - Moscow 1994,https://ifsc.results.info/event/135/,M-Se,20/07/1994 – 21/07/1994
2023,International Climbing Series - El-Capp Fest (B) - La Rochelle (FRA) 2023,https://ifsc.results.info/event/1350/,La Rochelle (FRA),29/09/2023 – 30/09/2023
2023,NEOM IFSC Masters 2023,https://ifsc.results.info/event/1351/,Neom Beach Games Mountain Village (KSA),22/11/2023 – 24/11/2023
2024,Delfts Bleau International Youth Open 2024,https://ifsc.results.info/event/1352/,Delft (NED),23/03/2024 – 24/03/2024
2024,IFSC World Cup Keqiao 2024,https://ifsc.results.info/event/1353/,Keqiao (CHN),08/04/2024 – 10/04/2024
2024,IFSC World Cup Wujiang 2024,https://ifsc.results.info/event/1354/,Wujiang (CHN),12/04/2024 – 14/04/2024
2024,IFSC World Cup Salt Lake City 2024,https://ifsc.results.info/event/1355/,Salt Lake CIty (USA),03/05/2024 – 05/05/2024
2024,IFSC World Cup Innsbruck 2024,https://ifsc.results.info/event/1356/,Innsbruck (AUT),24/06/2024 – 25/06/2024
2024,IFSC World Cup Chamonix 2024,https://ifsc.results.info/event/1357/,Chamonix (FRA),12/07/2024 – 14/07/2024
2024,IFSC World Cup Briançon 2024,https://ifsc.results.info/event/1358/,Paris (FRA),26/07/2024 – 11/08/2024
2024,IFSC World Cup Koper 2024,https://ifsc.results.info/event/1359/,Villars (SUI),27/08/2024 – 01/09/2024
2024,IFSC World Cup Prague 2024,https://ifsc.results.info/event/1360/,Troyes (FRA),25/09/2024 – 29/09/2024
2024,IFSC World Cup Seoul 2024,https://ifsc.results.info/event/1361/,Seoul (KOR),02/10/2024 – 06/10/2024
2024,IFSC Youth European Cup Lublin 2024,https://ifsc.results.info/event/1363/,Lublin (POL),17/03/2024
2024,IFSC Youth European Cup Soure 2024,https://ifsc.results.info/event/1365/,Soure (POR),20/04/2024 – 21/04/2024
2024,IFSC European Cup Klagenfurt 2024,https://ifsc.results.info/event/1366/,Graz (AUT),03/05/2024 – 05/05/2024
2024,IFSC Youth European Cup Graz 2024,https://ifsc.results.info/event/1367/,Klagenfurt (AUT),26/04/2024 – 27/04/2024
2024,IFSC Youth European Cup Mezzolombardo 2024,https://ifsc.results.info/event/1368/,Mezzolombardo (ITA),25/05/2024
2024,IFSC European Cup Mezzolombardo 2024,https://ifsc.results.info/event/1369/,Mezzolombardo (ITA),24/05/2024 – 25/05/2024
1994,UIAA Worldcup - Aix-les-Bains 1994,https://ifsc.results.info/event/137/,W-Ai,17/11/1994 – 18/11/1994
2024,IFSC Youth European Cup Dornbirn 2024,https://ifsc.results.info/event/1371/,Dornbirn (AUT),13/07/2024 – 14/07/2024
2024,IFSC Youth European Cup Žilina 2024,https://ifsc.results.info/event/1372/,Žilina (SVK),19/07/2024 – 21/07/2024
2024,IFSC European Cup Casalecchio di Reno 2024,https://ifsc.results.info/event/1373/,Koper (SLO),09/09/2024 – 12/09/2024
2024,IFSC Youth European Championships Troyes 2024,https://ifsc.results.info/event/1375/,Prague (CZE),20/09/2024 – 22/09/2024
2024,IFSC European Cup Lublin 2024,https://ifsc.results.info/event/1376/,Riyadh (KSA),12/12/2023 – 16/12/2023
2024,IFSC Youth European Cup Curno 2024,https://ifsc.results.info/event/1377/,Curno (ITA),05/04/2024 – 07/04/2024
2024,IFSC European Cup Augsburg 2024,https://ifsc.results.info/event/1378/,Augsburg (GER),21/06/2024 – 22/06/2024
2024,IFSC Youth European Cup Ostermundigen 2024,https://ifsc.results.info/event/1379/,Ostermundigen (SUI),21/09/2024 – 22/09/2024
1994,UIAA Worldcup - Birmingham 1994,https://ifsc.results.info/event/138/,W-Fr,06/04/1995 – 07/04/1995
2023,International Climbing Series - The Belt and Road (S) - Ningbo (CHN) 2023,https://ifsc.results.info/event/1380/,Ningbo (CHN),16/11/2023
2024,IFSC European Championships Villars 2024,https://ifsc.results.info/event/1381/,Koper (SLO),06/09/2024 – 07/09/2024
2023,"IFSC Asia - Asian K Championships (B, L, S) - Jamshedpur (IND) 2023",https://ifsc.results.info/event/1382/,Pretoria (RSA),07/12/2023 – 09/12/2023
2024,IFSC European Cup Innsbruck 2024,https://ifsc.results.info/event/1383/,Innsbruck (AUT),24/06/2024
2024,Olympic Qualifier Series Shanghai 2024,https://ifsc.results.info/event/1384/,Shanghai (CHN),16/05/2024 – 19/05/2024
2024,Olympic Qualifier Series Budapest 2024,https://ifsc.results.info/event/1385/,Budapest (HUN),20/06/2024 – 23/06/2024
2024,Olympic Games Paris 2024,https://ifsc.results.info/event/1386/,Briancon (FRA),17/07/2024 – 19/07/2024
2024,IFSC Paraclimbing World Cup Innsbruck 2024,https://ifsc.results.info/event/1387/,Innsbruck (AUT),26/06/2024 – 30/06/2024
2024,IFSC Paraclimbing World Cup Salt Lake City 2024,https://ifsc.results.info/event/1388/,Salt Lake City (USA),07/05/2024 – 08/05/2024
2024,Studio Bloc Masters 2024,https://ifsc.results.info/event/1389/,Pfungstadt (GER),09/03/2024 – 10/03/2024
1994,UIAA Youth Worldchampionship - Leipzig 1994,https://ifsc.results.info/event/139/,94-JWM,21/10/1994 – 22/10/1994
2024,IFSC European Cup Genova 2024,https://ifsc.results.info/event/1390/,Genova (ITA),05/10/2024 – 06/10/2024
2024,IFSC Paraclimbing World Cup Arco 2024,https://ifsc.results.info/event/1391/,Arco (TN) (ITA),27/09/2024 – 28/09/2024
2024,FISU University Championships Koper 2024,https://ifsc.results.info/event/1392/,Bologna (ITA),14/09/2024 – 15/09/2024
2024,IFSC South America Cup Curitiba 2024,https://ifsc.results.info/event/1393/,"Curitiba, BRA (BRA)",14/12/2024 – 20/12/2024
2024,IFSC South America Cup Mar del Plata 2024,https://ifsc.results.info/event/1394/,Mar del Plata (ARG),29/11/2024 – 01/12/2024
2024,IFSC Paraclimbing European Championships Villars 2024,https://ifsc.results.info/event/1395/,Villars (SUI),24/08/2024 – 25/08/2024
2024,IFSC Youth World Championships Guiyang 2024,https://ifsc.results.info/event/1396/,Guiyang (CHN),22/08/2024 – 31/08/2024
2024,IFSC Asian Championships Tai'an 2024,https://ifsc.results.info/event/1397/,Madrid (ESP),18/10/2024 – 20/10/2024
2024,IFSC Youth Asian Championships Jamshedpur 2024,https://ifsc.results.info/event/1398/,Jamshedpur (IND),14/11/2024 – 17/11/2024
1994,UIAA Masters - Serre Chevalier 1994,https://ifsc.results.info/event/140/,M-LA,27/07/1994 – 28/07/1994
2024,IFSC South America Cup Ibarra 2024,https://ifsc.results.info/event/1400/,Madrid (ESP),20/10/2024
2024,IFSC Pan American Championships Santiago 2024,https://ifsc.results.info/event/1401/,Santiago (CHI),20/11/2024 – 24/11/2024
2024,IFSC Madrid 4 Speed,https://ifsc.results.info/event/1402/,Neom (KSA),11/11/2024 – 13/11/2024
2024,NEOM IFSC Masters 2024,https://ifsc.results.info/event/1404/,Ibarra (ECU),15/10/2024 – 20/10/2024
1994,UIAA Masters - L'Argentiere 1994,https://ifsc.results.info/event/141/,W-Mo,28/04/1994 – 29/04/1994
1994,UIAA Masters - Rock Masters Arco 1994,https://ifsc.results.info/event/142/,M-Ar,09/09/1994 – 10/09/1994
2024,IFSC Madrid Speed,https://ifsc.results.info/event/1422/,Tai'an (CHN),10/10/2024 – 14/10/2024
2024,IFSC Oceania Championships Perth 2024,https://ifsc.results.info/event/1423/,Perth (AUS),16/11/2024 – 17/11/2024
1995,UIAA Worldcup - Frankfurt 1995,https://ifsc.results.info/event/143/,W-Bi,25/11/1994 – 26/11/1994
1995,UIAA Worldcup - Moscow 1995,https://ifsc.results.info/event/144/,W-Mo,21/10/1995 – 22/10/1995
2024,IFSC Oceania Championships Sydney 2024,https://ifsc.results.info/event/1443/,Sydney (AUS),07/12/2024 – 08/12/2024
1995,UIAA Worldchampionchip - Genève 1995,https://ifsc.results.info/event/145/,WM-G,05/05/1995 – 06/05/1995
1995,UIAA Worldcup - Birmingham 1995,https://ifsc.results.info/event/146/,W-Bi,24/11/1995 – 25/11/1995
1995,UIAA Worldcup - Aix-les-Bains 1995,https://ifsc.results.info/event/147/,W-Ai,07/12/1995 – 08/12/1995
1995,UIAA Youth Worldchampionship - Laval 1995,https://ifsc.results.info/event/148/,M-Ar,09/09/1995 – 10/09/1995
1995,UIAA Masters - Serre Chevalier 1995,https://ifsc.results.info/event/149/,M-Se,28/07/1995 – 29/07/1995
1995,UIAA Bouldering Masters - L'Argentier 1995,https://ifsc.results.info/event/150/,M-LA,06/08/1995 – 07/08/1995
1995,UIAA Masters - Rock Masters Arco 1995,https://ifsc.results.info/event/151/,95JWM,05/10/1995 – 06/10/1995
1996,UIAA Worldcup - Ekaterinburg 1996,https://ifsc.results.info/event/152/,W-Ekaterinburg,18/09/1996 – 19/09/1996
1996,UIAA Worldcup - Kranj 1996,https://ifsc.results.info/event/153/,E-Prag,25/10/1996 – 26/10/1996
1996,UIAA Worldcup - Graz 1996,https://ifsc.results.info/event/154/,W-Graz,14/12/1996 – 15/12/1996
1996,European Championship - Paris 1996,https://ifsc.results.info/event/155/,E-Dortmund,07/06/1996 – 08/06/1996
1996,European Youth Cup - Dortmund (GER) 1996,https://ifsc.results.info/event/156/,ESPN,24/06/1996 – 25/06/1996
1996,European Youth Cup - Ravenna (ITA) 1996,https://ifsc.results.info/event/157/,M-Se,24/07/1996 – 25/07/1996
1996,European Youth Cup - Skofja Loka (SLO) 1996,https://ifsc.results.info/event/158/,E-Skofja Loka,13/09/1996 – 14/09/1996
1996,European Youth Cup - Bern (SUI) 1996,https://ifsc.results.info/event/159/,E-Bern,27/09/1996 – 28/09/1996
1996,European Youth Cup - Prag (CZE) 1996,https://ifsc.results.info/event/160/,W-Kranj,23/11/1996 – 24/11/1996
1996,"UIAA Masters - ESPN X-Games - Newport, USA 1996",https://ifsc.results.info/event/161/,E-Ravenna,28/06/1996 – 29/06/1996
1996,UIAA Masters - Serre Chevalier 1996,https://ifsc.results.info/event/162/,M-Ar,06/09/1996 – 07/09/1996
1996,UIAA Masters - Rock Masters Arco 1996,https://ifsc.results.info/event/163/,EmPa,27/01/1996 – 28/01/1996
1997,UIAA World Championchip - Paris 1997,https://ifsc.results.info/event/164/,WM,31/01/1997 – 01/02/1997
1997,UIAA Worldcup - Courmayeur 1997,https://ifsc.results.info/event/165/,E-Parma,20/09/1997 – 21/09/1997
1997,UIAA Worldcup - Prag 1997,https://ifsc.results.info/event/166/,W-Co,04/09/1997 – 05/09/1997
1997,UIAA Worldcup - Kranj 1997,https://ifsc.results.info/event/167/,W-Kr,08/11/1997 – 09/11/1997
1997,UIAA Worldcup - Imst 1997,https://ifsc.results.info/event/168/,W-Bi,28/11/1997 – 29/11/1997
1997,UIAA Worldcup - Birmingham 1997,https://ifsc.results.info/event/169/,W-Im,21/11/1997 – 22/11/1997
1997,UIAA Youth Worldchampionship - Imst (AUT) 1997,https://ifsc.results.info/event/170/,JWM,13/11/1997 – 14/11/1997
1997,European Youth Cup - Bolzano (ITA) 1997,https://ifsc.results.info/event/171/,E-Bolzano,03/05/1997 – 04/05/1997
1997,European Youth Cup - Dortmund (GER) 1997,https://ifsc.results.info/event/172/,E-Dortmund,31/05/1997 – 01/06/1997
1997,European Youth Cup - Chocen (CZE) 1997,https://ifsc.results.info/event/173/,M-Se,26/07/1997 – 27/07/1997
1997,European Youth Cup - Bern (SUI) 1997,https://ifsc.results.info/event/174/,E-Bern,23/08/1997 – 24/08/1997
1997,European Youth Cup - Parma (ITA) 1997,https://ifsc.results.info/event/175/,M-Ar,12/09/1997 – 13/09/1997
1997,"UIAA Masters - San Diego X-Games, USA 1997",https://ifsc.results.info/event/176/,X-Gam,22/06/1997 – 23/06/1997
1997,UIAA Masters - Serre Chevalier 1997,https://ifsc.results.info/event/177/,E-Chocen,28/06/1997 – 29/06/1997
1997,UIAA Masters - Rock Masters Arco 1997,https://ifsc.results.info/event/178/,W-Pr,23/10/1997 – 24/10/1997
1998,UIAA Worldcup - Beauregard (ITA) 1998,https://ifsc.results.info/event/179/,W-Beauregard,31/07/1998 – 01/08/1998
1998,UIAA Worldcup - Courmayeur (ITA) 1998,https://ifsc.results.info/event/180/,W-Courmayeur,03/09/1998 – 04/09/1998
1998,UIAA Worldcup - Milan (ITA) 1998,https://ifsc.results.info/event/181/,W-Milan,08/10/1998 – 09/10/1998
1998,UIAA Worldcup - Kranj (SLO) 1998,https://ifsc.results.info/event/182/,W-Kranj,13/11/1998 – 14/11/1998
1998,UIAA Youth Worldchampionship - Moscow (RUS) 1998,https://ifsc.results.info/event/183/,J_WM,15/07/1998 – 16/07/1998
1998,UIAA European Championship - Nürnberg (GER) 1998,https://ifsc.results.info/event/184/,EC-Nürnberg,02/04/1998 – 03/04/1998
1998,European Youth Cup - Dortmund (GER) 1998,https://ifsc.results.info/event/185/,E-Dortmund,11/06/1998 – 12/06/1998
1998,European Youth Cup - Triest (ITA) 1998,https://ifsc.results.info/event/186/,E-Triest,03/07/1998 – 04/07/1998
1998,European Youth Cup - Imst (AUT) 1998,https://ifsc.results.info/event/187/,E-Imst,10/07/1998 – 11/07/1998
1998,European Youth Cup - Aix en Provence (FRA) 1998,https://ifsc.results.info/event/188/,E-Aix en Provence,30/10/1998 – 31/10/1998
1998,Top Rock Challenge - Val d'Isere (FRA) 1998,https://ifsc.results.info/event/189/,T-V.d'Isere,11/07/1998 – 12/07/1998
1998,Top Rock Challenge - Chamonix (FRA) 1998,https://ifsc.results.info/event/190/,T-Chamonix,16/07/1998 – 17/07/1998
1998,UIAA Masters - Serre Chevalier (FRA) 1998,https://ifsc.results.info/event/191/,M-Serre Chevalier,22/07/1998 – 23/07/1998
1998,Top Rock Challenge - Valloire (FRA) 1998,https://ifsc.results.info/event/192/,T-Cortina,13/08/1998 – 14/08/1998
